,,행궁동,61,121,201240.753,419927.894
,,화서1동,60,120,199656.214,419106.252
,,화서2동,60,121,199609.208,419845.843
,시흥시,,57,123,182668.246,430608.185
,,과림동,57,124,185325.760,436894.478
,,군자동,57,122,181070.653,426147.554
,,능곡동,57,122,183619.547,429385.266
,,대야동,57,124,181401.401,437593.910
,,매화동,57,123,183792.423,434771.934
,,목감동,58,123,187482.100,431088.132
,,배곧1동,56,122,176521.597,429999.639
,,배곧2동,56,122,176094.468,429629.939
,,신천동,57,124,181093.427,437077.589
,,신현동,57,123,181049.090,433501.106
,,연성동,57,123,182710.913,430775.193
,,월곶동,56,123,176889.494,431872.445
,,은행동,57,124,182238.797,436844.746
,,장곡동,57,123,180743.385,430861.546
,,정왕1동,56,122,177421.560,426166.239
,,정왕2동,56,122,176090.874,427391.128
,,정왕3동,56,122,175868.580,428139.700
,,정왕4동,56,122,176408.298,429007.240
,,정왕본동,56,122,177801.244,426755.294
,안산시단원구,,57,121,183482.231,423881.672
,,고잔동,57,122,183896.363,425037.464
,,대부동,53,120,163311.535,415528.088
,,백운동,57,122,182363.487,425532.810
,,선부1동,57,122,182773.771,425512.450
,,선부2동,57,122,182627.071,425993.696
,,선부3동,57,122,183505.837,426707.760
,,신길동,57,122,180976.706,425391.927
,,와동,57,122,184654.848,426308.465
,,원곡동,57,122,181389.832,425723.505
,,중앙동,57,121,185540.233,424654.967
,,초지동,57,121,183150.759,424464.398
,,호수동,57,121,184560.044,422859.757
,안산시상록구,,58,121,186350.911,421855.583
,,반월동,59,121,191450.605,422366.956
,,본오1동,58,121,188101.562,420508.725
,,본오2동,58,121,188789.387,421290.206
,,본오3동,58,121,188037.489,421849.886
,,부곡동,58,122,187806.326,425251.312
,,사동,58,121,186722.463,421690.005
,,사이동,58,121,186797.426,420882.801
,,성포동,58,121,186771.075,424005.859
,,안산동,58,122,188895.982,428553.145
,,월피동,58,122,187414.658,425425.161
,,이동,58,121,187765.547,422321.664
,,일동,58,121,188745.001,423417.482
,,해양동,57,121,183976.533,421442.040
,안성시,,65,115,225017.605,389324.572
,,고삼면,65,116,223536.734,397610.346
,,공도읍,63,114,215410.652,388269.448
,,금광면,66,114,228395.740,388127.302
,,대덕면,64,115,221289.716,389800.316
,,미양면,64,114,219290.522,385674.214
,,보개면,65,115,226013.091,391001.200
,,삼죽면,67,116,233454.575,396566.726
,,서운면,65,113,223216.480,382108.573
,,안성1동,65,115,224533.513,389062.055
,,안성2동,65,114,224161.267,388496.843
,,안성3동,65,115,223060.331,389999.435
,,양성면,64,116,217425.212,395054.511
,,원곡면,63,115,211643.740,392814.616
,,일죽면,69,116,242543.550,398548.375
,,죽산면,68,116,237681.043,397198.832
,안양시동안구,,59,123,195802.112,431965.051
,,갈산동,60,123,197119.709,430148.602
,,관양1동,60,123,196977.486,433323.795
,,관양2동,60,123,197547.758,433049.212
,,귀인동,60,123,197411.616,431186.839
,,달안동,59,123,195705.650,432360.646
,,범계동,59,123,195911.176,431659.473
,,부림동,60,123,196529.563,432655.593
,,부흥동,59,123,195447.712,432092.263
,,비산1동,59,123,194225.397,432774.381
